type,status,capturing,progress_point,progress_payload,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,2,3,14,10,4,24,2,5,4,10,2,3,,,,,,,,,,,,,,,,,,,,,,,3,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,2,5,15,12,5,24,2,5,5,12,2,4,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,4,7,16,17,6,25,2,5,7,14,3,5,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,7,8,16,21,7,30,10,16,8,17,3,5,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,8,9,17,21,7,30,12,17,9,20,3,12,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,9,11,18,22,8,30,12,18,10,23,3,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,9,14,18,22,9,31,12,20,10,23,4,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,9,18,19,22,14,34,16,22,11,23,4,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,9,20,20,22,20,34,16,25,12,23,4,14,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,10,20,20,23,23,35,16,25,14,24,4,14,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,10,21,20,23,23,35,17,25,15,25,5,14,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,10,21,21,23,24,35,17,26,16,25,5,14,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,10,21,21,23,25,36,17,26,18,26,5,16,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,21,22,24,27,43,17,29,19,27,5,16,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,22,25,24,28,45,18,29,20,30,6,16,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,22,25,24,28,45,18,29,22,32,6,17,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,22,25,25,28,45,18,30,23,36,6,17,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,12,24,26,25,28,45,25,31,23,39,6,17,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,12,25,26,28,29,46,27,32,25,42,6,17,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,13,25,27,32,29,53,34,32,25,45,7,21,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,13,26,28,32,29,56,36,34,25,47,7,21,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,13,26,28,36,29,57,38,34,26,50,7,21,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,13,26,29,36,29,60,39,40,29,53,7,22,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,14,26,29,39,30,61,40,43,31,55,8,22,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,14,28,38,43,33,61,40,44,32,56,8,23,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,15,29,42,46,33,61,40,44,32,59,9,23,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,15,33,43,46,34,65,41,44,34,62,10,23,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,15,35,43,49,35,65,41,45,35,65,14,23,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,18,37,43,53,38,74,45,45,35,67,20,24,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,23,40,44,57,41,74,45,46,35,68,23,28,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,30,44,44,60,42,74,45,46,36,70,23,28,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,35,46,44,60,42,75,45,46,36,73,27,28,,,,,,,,,,,,,,,,,,,,,,,,1
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,36,47,45,61,42,75,46,47,38,75,29,28,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,36,47,45,64,43,75,46,47,39,79,33,28,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,36,47,45,68,43,76,46,48,40,81,33,29,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,37,49,50,69,45,76,48,48,42,83,33,29,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,38,51,52,69,48,76,49,48,44,85,36,29,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,39,51,53,71,48,76,50,49,45,86,40,29,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,39,52,54,76,48,77,51,49,47,86,44,30,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,39,52,54,76,48,77,52,50,48,86,44,30,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,40,52,55,77,49,77,53,50,49,87,44,30,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,40,54,55,77,49,78,53,50,49,87,45,30,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,40,56,55,78,50,81,57,51,49,87,45,30,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,41,56,57,78,51,82,58,55,51,89,45,31,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,42,57,58,78,55,82,58,56,53,91,45,31,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,42,57,59,78,58,84,58,56,54,93,48,31,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,42,57,62,79,58,86,58,60,55,95,48,31,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,43,57,64,79,62,86,58,67,56,98,51,32,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,43,59,65,82,63,86,59,76,56,99,57,32,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1.0,1,1,1,1,1,1,43,61,66,86,64,87,59,76,57,100,59,32,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1.0,1,1,1,1,1,1,45,62,66,90,64,89,66,77,57,100,59,32,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,45,62,66,93,64,89,69,77,58,100,59,32,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,45,62,67,93,64,89,76,82,59,100,59,33,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,45,62,67,94,65,90,82,82,61,100,71,33,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6.0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,1,1,1,1,1,1,1,1,46,62,71,98,65,90,83,83,61,100,71,33,,,,,,,,,,,,,,,11,,,,,,,,,
,1,1,6.0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,1,1,1,1,1,1,1,1,47,62,71,98,66,90,84,85,63,100,73,33,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,6.0,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,1,1,1,1,1,1,1,1,48,63,71,98,66,90,85,89,63,100,73,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,6,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,1,1,1,1,1,1,1,1,48,63,72,99,68,91,86,89,63,100,78,34,,,,,,,,,,,,,7,,,,,,,,,,,
,1,1,6,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,1,1,1,1,1,1,1,1,48,63,72,100,68,94,86,90,64,100,83,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,7,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,1,0,1,1,1,1,1,1,48,63,72,100,69,95,86,91,64,100,84,34,,,,,,,,,,,,,,,,,,11,,,,,,
,1,1,12,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,1,0,1,1,1,1,1,1,49,64,73,100,69,95,86,91,68,100,91,35,,,,,,,,,,,,,,,,,,,,,,,,
