type,status,capturing,progress_A,progress_B,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,-1,0,-1,-1,pharah,23,0,-1,-1,-1,9,5,-1,1,0,30,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,reaper,23,0,-1,-1,-1,9,5,-1,18,0,30,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,reinhardt,23,0,-1,-1,-1,9,5,-1,18,0,30,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,roadhog,23,0,-1,-1,16,9,5,-1,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,sigma,23,0,31,-1,16,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,soldier76,23,0,31,30,16,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,sombra,23,0,31,30,16,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,symmetra,23,0,31,30,16,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,torbjorn,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,tracer,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,widowmaker,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,winston,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,wreckingball,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,zarya,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,zenyatta,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,-1,0,-1,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,7,8,1,1,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,7,8,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,8,8,1,1,1,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,8,9,2,2,1,11,1,5,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,8,9,2,2,1,13,1,5,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,9,9,2,2,2,14,2,8,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,9,10,3,3,2,14,2,8,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,3,2,8,2,15,10,3,3,2,14,2,9,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,4,2,8,2,20,10,3,3,2,14,2,10,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0.0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,4,4,9,3,21,11,4,4,3,15,3,12,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0.0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,5,4,9,3,21,26,4,10,3,15,3,20,,,,,,,,,,,,,,,,,,,6,,,,,
,1,0,0.0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,5,5,10,4,21,26,4,10,4,18,3,21,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,5,8,14,4,22,26,4,11,4,18,5,21,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,6,12,14,4,26,34,5,22,4,21,5,23,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,6,13,15,5,27,39,5,22,5,26,7,26,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,6,19,17,6,40,40,5,29,6,30,8,31,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,7,22,18,6,40,40,6,29,6,33,8,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,7,26,20,12,40,40,6,30,6,36,8,36,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,7,26,21,12,41,41,6,30,7,40,9,40,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,0,1,1,1,1,1,8,27,30,14,47,41,7,35,7,43,10,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,8,30,31,15,47,41,7,35,7,47,11,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,8,34,33,15,48,42,7,36,7,50,11,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,9,37,39,19,48,42,7,36,7,51,13,49,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,11,40,43,22,48,42,8,36,9,51,13,50,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,1,1,13,43,46,22,62,55,8,37,11,56,13,58,,,,,,,,,,,,,,,,,,,,3,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,1,1,18,47,47,22,62,63,8,37.0,16,61,15,58,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,1,1,20,50,49,28,62,68,9,37,20,65,15,60,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,0,1,21,53,50,32,63,76,9,37,22,67,15,62,,,,,,,,,,,,,,,,,,,,,,,4,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,0,1,21,56,52,33,68,77,9,38,26,71,15,64,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,0,1,1,0,1,21,56,53,34,68,84,10,38,26,76,16,65,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,0,1,1,0,1,22,59,54,34,68,84,27,38,31,79,16,70,,,,,,,,,,,,,,,,,9,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,0,1,1,0,1,22,59,57,38,69,84,27,39,33,80,16,71,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,0,1,1,0,1,23,59,57,38,69,85,28,39,33,81,16,72,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,0,1,1,0,1,23,63,58,39,69,85,28,39,37,83,17,73,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,0,1,23,64,58,39,70,93,28,40,38,83,17,76,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,0,1,24,65,58,41,70,93,30,40,38,87,17,78,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,0,1,24,66,58,41,70,93,31,40,38,87,17,79,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,1,1,24,66,58,41,71,94,31,41,38,87,18,80,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,1,1,25,66,59,41,71,94,31,41,39,88,18,80,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,0,1,1,1,1,1,1,1,25,69,59,41,71,94,32,41,39,88,18,84,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,25,70,63,42,72,94,33,42,39,91,18,85,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,26,74,65,42,72,100,34,42,39,92,19,86,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,26,74,66,42,72,100,34,42,39,93,19,86,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,26,74,67,43,73,100,34,43,40,95,19,87,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,27,74,68,44,73,100,34,43,41,96,19,88,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,27,76,68,44,73,100,35,43,42,96,20,89,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,28,80,68,47,74,100,35,44,42,98,20,91,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,28,80,68,47,74,100,35,44,43,100,20,92,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,28,84,70,49,74,100,36,44,44,100,20,94,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,1,1,1,1,1,1,1,30,84,71,50,75,100,36,45,54,100,20,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,0,1,1,1,1,1,1,33,87,71,56,75,100,36,45,55,100,21,100,,,,,,,,,,,,,,,,,,9,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,0,1,1,1,1,1,1,36,95,71,58,75,100,41,50,55,100,21,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,1,1,1,1,0,1,1,1,1,1,1,37,95,73,60,76,100,48,55,55,100,21,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,1,1,1,0,1,1,1,1,1,1,38,96,76,62,84,100,49,56,55,100,21,100,,,,,,,,,,,,,,7,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,1,1,1,0,1,1,1,1,1,1,41,96,77,62,85,100,53,56,56,100,22,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,1,1,1,0,1,1,1,1,1,1,43,96,77,62,85,100,59,56,57,100,22,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,0,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,1,0,1,0,0,1,1,1,1,1,43,96,81,62,85,100,60,57,57,100,22,0,,,,,,,,,,,,1,,,,9,,,3,,,,,
,1,1,6,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,1,0,1,0,0,1,1,1,1,1,43,97,82,62,86,100,60,57,57,100,22,5,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,11,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,0,0,1,0,0,1,1,1,1,1,44,97,83,63,86,100,60,57,58,100,24,5,,,,,,,,,,,,,,,10,,,,,,,,,
,1,1,15,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,0,0,1,0,0,1,1,1,1,1,44,97,83,63,86,100,61,58,58,100,24,6,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,20,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,0,0.0,1,1,0,1,1,1,1,1,45,97,83,63,87,100,61,65,58,100,24,6,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,25,-1,,23,0,31,30,19,9,5,19,18,0,30,31,1,0,0.0,0.0,1,1,0,1,1,1,1,1,46,97,84,63,87,100,61,65,59,100,27,6,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,32,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,0,0.0,0,1,1,0,1,1,1,1,1,46,98,84,64,93,100,61,65,59,100,27,7,,,,,,,,,,,,,8,,,,,,,,,,,
,1,1,40,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,1,0,0,1,1,0,1,1,1,1,1,46,98,84,64,94,100,62,66,59,100,28,9,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,46,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,1,0,0,1,1,0,1,1,1,1,1,47,98,84,64,94,100,62,66,59,100,29,12,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,52,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,1,0,1,1,1,0,1,1,1,1,1,47,98,85,64,94,100,62,66,60,100,29,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,57,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,1,0,1,1,1,1,1,1,1,1,1,48,99,85,65,95,100,63,67,63,100,31,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,60,-1,,23,0,31,30,19,9,5,19,18,0,30,31,0,1,0,1,1,1,1,1,1,1,1,1,48,99,85,65,95,100,63,67,74,100,31,16,,,,,,,,,,,,,,,,,,,,,,,,
